WD,Area,Wage,Name,Code
4685,99000,0,Vending Machine Repairer),99842
4685,99000,14.1,Vending Machine Repairer,99841
4685,99000,11.89,Vending Machine Attendant,99840
4685,99000,18.67,Surveying Technician,99832
4685,99000,12.2,Surveying Aide,99831
4685,99000,20.54,Survey Party Chief,99830
4685,99000,14.67,School Crossing Guard,99820
4685,99000,10.75,Sales Clerk,99810
4685,99000,13.3,Refuse Collector,99730
4685,99000,17.02,Recycling Specialist,99711
4685,99000,14.53,Recycling Laborer,99710
4685,99000,12.74,Photofinishing Worker,99510
4685,99000,14.73,Pest Controller,99410
4685,99000,23.85,Mortician,99310
4685,99000,22.82,Marketing Analyst,99260
4685,99000,11.34,Laboratory Animal Caretaker II,99252
4685,99000,10.62,Laboratory Animal Caretaker I,99251
4685,99000,23.85,Flight Follower,99130
4685,99000,23.85,Embalmer,99095
4685,99000,8.62,Desk Clerk,99050
4685,99000,8.67,Cashier,99030
4685,99000,14.07,Cabin Safety Specialist,99020
4685,31000,16.58,"Truckdriver, Tractor-Trailer",31364
4685,31000,16.58,"Truckdriver, Heavy",31363
4685,31000,14.07,"Truckdriver, Medium",31362
4685,31000,13.21,"Truckdriver, Light",31361
4685,31000,11.65,Taxi Driver,31310
4685,31000,13.21,Shuttle Bus Driver,31290
4685,31000,10.86,Parking and Lot Attendant,31260
4685,31000,12.36,Driver Courier,31043
4685,31000,15.48,Bus Driver,31030
4685,31000,11.56,Bus Aide,31020
4685,31000,28.85,Airplane Pilot,31010
4685,30000,24.48,"Weather Observer, Senior (see 2)",30621
4685,30000,22.03,"Weather Observer, Combined Upper Air Or (see 2)",30620
4685,30000,32.96,Weather Forecaster II,30502
4685,30000,27.1,Weather Forecaster I,30501
4685,30000,23.85,Unexploded (UXO) Sweep Personnel,30495
4685,30000,23.85,Unexploded (UXO) Safety Escort,30494
4685,30000,34.58,Unexploded Ordnance (UXO) Technician III,30493
4685,30000,28.85,Unexploded Ordnance (UXO) Technician II,30492
4685,30000,23.85,Unexploded Ordnance (UXO) Technician I,30491
4685,30000,32.79,Technical Writer III,30463
4685,30000,29.45,Technical Writer II,30462
4685,30000,24.48,Technical Writer I,30461
4685,30000,23.85,Radiation Control Technician,30395
4685,30000,24.48,Photo-Optics Technician,30390
4685,30000,23.85,Petroleum Supply Specialist,30375
4685,30000,30.15,Paralegal/Legal Assistant IV,30364
4685,30000,24.93,Paralegal/Legal Assistant III,30363
4685,30000,20.37,Paralegal/Legal Assistant II,30362
4685,30000,16.45,Paralegal/Legal Assistant I,30361
4685,30000,24.48,Mathematical Technician,30240
4685,30000,23.85,Latent Fingerprint Technician II,30222
4685,30000,21.59,Latent Fingerprint Technician I,30221
4685,30000,21.43,Laboratory Technician,30210
4685,30000,19.49,Evidence Control Specialist,30095
4685,30000,23.02,Environmental Technician,30090
4685,30000,35.9,Engineering Technician VI,30086
4685,30000,29.66,Engineering Technician V,30085
4685,30000,24.14,Engineering Technician IV,30084
4685,30000,19.48,Engineering Technician III,30083
4685,30000,17.41,Engineering Technician II,30082
4685,30000,15.52,Engineering Technician I,30081
4685,30000,27.1,Drafter/CAD Operator IV,30064
4685,30000,22.03,Drafter/CAD Operator III,30063
4685,30000,19.75,Drafter/CAD Operator II,30062
4685,30000,17.66,Drafter/CAD Operator I,30061
4685,30000,23.85,Cryogenic Technician II,30052
4685,30000,21.59,Cryogenic Technician I,30051
4685,30000,24.86,Civil Engineering Technician,30040
4685,30000,24.48,Cartographic Technician,30030
4685,30000,24.48,Archeological Technician III,30023
4685,30000,19.75,Archeological Technician II,30022
4685,30000,17.66,Archeological Technician I,30021
4685,30000,28.49,"Air Traffic Control Specialist, Terminal (HFO) (see 2)",30012
4685,30000,25.87,"Air Traffic Control Specialist, Station (HFO) (see 2)",30011
4685,30000,37.52,"Air Traffic Control Specialist, Center (HFO) (see 2)",30010
4685,29000,21.59,Stevedore II,29042
4685,29000,19.86,Stevedore I,29041
4685,29000,20.43,Line Handler,29030
4685,29000,20.43,Hatch Tender,29020
4685,29000,20.43,Blocker And Bracer,29010
4685,28000,16.81,Swimming Pool Operator,28690
4685,28000,11.34,Sports Official,28630
4685,28000,13.79,Recreation Specialist,28515
4685,28000,10.09,Recreation Aide/Health Facility Attendant,28510
4685,28000,14.24,Park Attendant (Aide),28350
4685,28000,11.74,Lifeguard,28310
4685,28000,12.36,Gate Attendant/Gate Tender,28210
4685,28000,9.87,Carnival Worker,28043
4685,28000,14.17,Carnival Equipment Repairer,28042
